name,location,date,review,rating
Rebecca,"Brainerd, MN","Reviewed Aug. 18, 2018",May 2018... My almost 2 year LG French door in black stainless steel stopped cooling. Find out because there was water all over the floor from the ice melting. Lost all my food from fridge and freezer. LG replaced the compressor which lasted 4 days and went out again so of course I lost more food. Had another technician come out and took apart the inside of the refrigerator and found there was a leak. He ordered the new part and LG contacted him and told him it wouldn't be in until the end of July. ,1
D,"Ventura, CA","Reviewed Aug. 18, 2018","First, I like the fridge. It's attractive and when it works, it works great. However, the ""sealed refrigerant system"", isn't. The week after the 1 year warranty ended, it stopped getting cold. Fine. Repair guy comes and refills refrigerant (didn't both checking for leaks or question how a sealed system lost its refrigerant). As expected, a few months later it dies again. He comes back and refills it, AND finds a leak which he repairs and replaces the compressor. Fast forward another year. Fridge dies again, and the saga with LG Customer support begins. I call. Explain the situation. The nice gentleman takes my info, says he's going to request a warranty extension to cover it. Then I wait. And wait. And wait.",1
Jennifer,"Lawton, OK","Reviewed Aug. 17, 2018","Our refrigerator is less than 2 years old and the compressor went out. Our freezer MELTED and the compressor got so hot that it could have started a FIRE! We have been living out of an ICE CHEST for 7 days and we are getting the run-around by customer service and subcontractors. I understand that there was a CLASS ACTION LAWSUIT against LG for defective compressors. I wish I had researched a bit more before purchasing an LG product. I give up. We are buying a new fridge today. It will NOT be an LG EVER. I will never buy another LG product again. I am disgusted by how we have been treated by LG. Their business model for maximizing profit is to ""wait you out"". Well you win LG.",1
Darrell,"Owensboro, KY","Reviewed Aug. 17, 2018",Buy a very nice counter-depth LG refrigerator rebranded as a Kenmore. It was complete shot after five years. Sears tech made 7 trips over six month and could not fix what was initially determined the compressor. They finally deemed it unrepairable. I will never buy another LG product of any kind.,1
Sameer,"Kalamboli, Other","Reviewed Aug. 17, 2018","Worst Service provided by LG. Product got noise issue in just 1 month and it took 2 month for the service time to find issue and still there is no solution from past 20 days. I advise everyone, not go for LG product - GL-M322RPZL.",1
Ronnie,"Halls, TN","Reviewed Aug. 17, 2018","We bought an LG refrigerator in September 2017. It is still under manufacturers warranty. We called and sent emails on the repairs. It has been going on 2 weeks now and we have yet to see a tech. I WILL NEVER BUY ANOTHER PRODUCT WITH AN LG LOGO, EVER!!!",1
Noreen,"Middle Island, NY","Reviewed Aug. 16, 2018",After 4 years compressor went on the LG $3000 refrigerator. Bought it from Home Depot with extended warranty. Tried calling BBB. Got hung up on and am now seeing this is happening to everyone who has an LG. So far taking 6 days for repairman. Buyer beware.,1
Bob,"Phone, AR","Reviewed Aug. 16, 2018",‪I purchased an expensive LG refrigerator about three years ago. The compressor went out. The service person replaced it and the refrigerator and freezer have still not cooled all the way. Another defective LG part. Our friends just purchased an LG refrigerator from Home Depot and guess what? Bad compressor. We are recommending they take it back‬.,1
scott,"Madison, WI","Reviewed Aug. 15, 2018",I purchased a fridge from Best Buy in 2013. It was an open item but was only a display item never leaving the store. We had the understanding that LG would honor open ticket items as though they were brand new. If we had known that LG (according to them) do not honor open item warranties I would not have bought the open item to save $100. I would have gone with a unopened product. But that isn't the full issue. So we bought a fridge it 2013 had some minor issues with the fridge but were able to fix the problems with a little help from videos as they were not major issues nothing repairing just thawing or cleaning something up. ,1
David,"Manheim, PA","Reviewed Aug. 15, 2018","Model LSXS26466D/02. Love the refrigerator if it would make ice. Purchased Feb 9, 2018 and ice maker failed Jun 5, 2018. Still not making ice and LG customer service just keeps stalling. I have provided a local service company who repairs LG refrigerators, however LG wants to send a service firm that will not answer phone calls. I have contacted the BBB, PA Atty. Gen office, even Home Depot where I purchased. The customer service support from LG is one of the worst in the business.",1
Dave,"Cedar Rapids, IA","Reviewed Aug. 14, 2018",My refrigerator (LSXS22423) a side by side is 2 years and 3 months old. Wasn't making ice Sunday and by Monday everything in freezer was thawed. The compressor is shot!! Really... 2 years??? I was told by a person who SELLS LG refrigerators that he wouldn't recommend them to anyone. Their compressors are known to die after about 2 years... Really?? He said even if you wanted to repair it they would use the same compressor model that failed and since so many of them are failing we are looking at a 3 to 4 month wait-list... Really?? ,1
Deanna,"Fargo, ND","Reviewed Aug. 12, 2018","Bought our LG French door refrigerator Sept 2017, July of 2018 our fridge stopped working. Customer service is horrible. With every call we hear that we will get an email in 3 to 5 days and that there is no one to service it in this area so it will take longer for someone to come out. We never receive the emails and have put out 3 calls to them each time we are told we are on the list. After the second week of waiting, our fridge has started cooling again and we are unsure what to make if it. Nervous to use it since we are unsure if it will stop working again and we will be out more food items. With a fridge less than 1 year old that we are still paying for we are truly frustrated! It has now been 3 weeks of waiting and still nothing. Our fridge is under the 1 year warranty but what good does that do if nobody comes to fix it! Buyer beware!",1
Jill,"Bow, NH","Reviewed Aug. 11, 2018","Sealed system on 18 month old LG refrigerator (LFXS30766D\01) failed. It was under warranty, but LG has been unable to find anyone in our area to service our refrigerator. It has been over 3 weeks now. They have 'passed the buck' to someone else to try to 'find someone to service it'. Nothing has been done. I have spent hours on the phone trying to find someone to fix it. One LG approved company came to diagnose the issue, charging $100 and stating 'they were unable to fix the problem' and 'good luck finding someone - no-one around here wants to work on these refrigerators.' LG is NOT standing behind their warranty and is not fixing nor reimbursing for their failed product.",1
Jen,"Minneapolis, MN","Reviewed Aug. 11, 2018","We purchased the LG French Door Refrigerator a few years ago and honestly has been nothing but problems and issues since the purchase. From the beginning, several parts (plastic door holders) starting falling off and breaking. We have had repair people out multiple times in the past few years (including again today). The refrigerator often freezes items and the freezer does not freeze (yes this is somewhat ironic). The freezer door is currently broken and ice maker is hanging down. Also, LG customer has been very difficult to work with, one of the most difficult appliance and customer service experiences I have ever had. If given another opportunity, we would not buy another LG fridge. I hope this is helpful and saves future buyers the challenging experience we have had with this fridge.",1
Amelia,"Yulee, FL","Reviewed Aug. 8, 2018","We purchased the Door In Door French Door refrigerator (LG - LFX31945ST) on 7/20/2013 for $2500. Two days ago I heard a loud pop that sounded like ice dumping on overload. We left the house for a few hours only to come home and find water all over the floor, leaking from the ice maker in the fridge. The fridge had stopped maintaining any cold temperature in either the refrigerator or the freezer section. Much food was in the process of spoiling.",1
Sandie,"Spruce Grove, AB","Reviewed Aug. 7, 2018","Purchased our fridge brand new Model number LFD22786 French doors, freezer below, stainless steel. In 7 weeks the freezer began to warm up, by eight weeks it completely quit and so did the refrigerator. We called LG's service dept and they sent a repairman out after waiting a week. The compressor was shot as well as the control board. He had to order parts. Parts were on back order. They didn't call to tell me this. I had to call the repair company to get a service number to call LG directly. They told me the parts were back ordered and wouldn't be in for another 4 weeks...or longer. They were going to put in a request that the fridge be exchanged. ",1
Georgia,"Jefferson City, MO","Reviewed Aug. 5, 2018","Purchased our first big purchase for our kitchen remodel. All LG products. Stainless steel. Big upgrade for us. The dishwasher had 2 minor problems that we were able to fix. Our refrigerator (model LFX28978ST/0) although has had 3 of the shelves in the door cracked, a rolling wheel on the Vegetable bin broke, the clear cover on the butter dish broke and the ice tray cracked. All within 3 year of purchase. LG suggests we purchase the entire ice maker $180 just for a $10 ice tray, the vegetable bin is no longer available. The other parts I was able to purchase at $150. After contacting LG I understand they don't even sell replacement parts. You have to go through a parts business. I will never purchase another LG product again and I will make sure all my friends, family and all my contacts on Facebook know about the terrible customer service and shoddy craftsmanship LG has.",1
Caroline,"Virginia Beach, VA","Reviewed Aug. 4, 2018","Purchased model LFXC24726S/00 November 2014. Had to be serviced January 2015 due to excessive ice buildup in freezer. Time frame was 5 wks d/t, part not in stock, reorder wait & install. 8/1/18 fridge dead. Told 8/14 would be soonest tech would be available to come out, diagnose, possible order part if not available then repair...2+ weeks with no working fridge. Told I could rent one in the meantime and be reimbursed at 25% of the cost of my fridge. Seriously?!! Lost food, utilize insulin (requires refrigeration), had to purchase a new fridge ASAP.",1
John,"None, AK","Reviewed Aug. 4, 2018","Purchased LG LFXS29626 refrigerator in mid-2015, the people at Home Depot were swamped with calls today. “It’s been like this for 4 months” she said. The Samsung and LG fridges made from 2013-2016 are all failing at an alarming rate, and any retailer that carried these disasters are feeling the backlash. The compressor on mine failed at 3yrs and 2 days exactly. I had purchased a 3 yr warranty, which including the 1 year from the manufacturer but doesn’t mean 4 years total. It’s still 3 yrs total. The first line of customer service with Home Depot refused to help with anything, but as most of us have done recently, we had to escalate to her supervisor. Credit where credit is due, Sup honored the extra few days and bailed us out of an $1,100.00 repair.",1
Teresa,"Chesapeake, VA","Reviewed Aug. 3, 2018","I don't think it matters what the model is, as I am writing about LG Customer Service, which is non-existent. We bought our LG fridge 7 years ago, but the compressor is covered under warranty for 10 years (not labor, just the part). I initially contacted a local repair service who verified that the compressor had gone bad. Unfortunately, he does not do warranty work for LG. Great. He told us to call LG directly. That was July 13th, and at that time, the fridge had already been down a week.",1
Susan,"Riverview, FL","Reviewed Aug. 3, 2018","I’m writing this review so that hopefully other consumers won’t make the same mistake I made by buying this LG refrigerator. I bought this refrigerator on 5/6/13 at Famous Tate in Brandon, Fl, and paid $2545 for it—my very first “modern”, expensive fridge. This is Model # LF X 319455T/02 (stainless steel French Door). I’ve had nothing but trouble with it since the beginning, and after reading all these reviews, I can see that I am clearly not the only one.",1
Matt,"Murrieta, CA","Reviewed Aug. 3, 2018",I purchased my LG French door refrigerator M# LFXS29626B with the bottom pull out freezer door 2 years ago from Home Depot for around $2600-$2700. About 5 days ago I noticed my freezer was getting warmer and the ice machine stopped working. About 2 days later the refrigerator was completely warm. I am a HVAC/Refrigeration technician for 12 years and diagnosed the problem and found out my compressor is bad and not pumping. I verified voltage at the compressor and that my start components and sensors were good and that my coils were clean. I placed a piercing cake on the suction and discharge lines behind the fridge. When the compressor cycled on my pressures did not move. I was pulling 1.4 amps from the compressor. Determined the compressor was bad. LG has a 10 year warranty for the compressor.,1
Gina,"Stevenso Ranch, CA","Reviewed Aug. 2, 2018",Bought LG french door refrigerator one year ago and died on me 2 days ago. Called LG customer service and asked to come out asap but they scheduled me 2 days after. More than half of my foods worth $300 had to be thrown away. I live in Valencia weather over 105 degrees and was very frustrated had to wait for them at this weather. They schedule me on time frame from 10-5 pm to wait for them. Still waiting and can't get out of the house all day since it was a emergency matter of food being melted and rotten. I called local tech to see what is wrong and charged me $70. When I called LG support to reimburse money I had to spend they said they cannot give money back. I was very disappointed how they deal with issue. This is brand new LG refrigerator paid $2700 and main compressor dies in a year doesn't make sense whatsoever. I will not be buying LG Appliance anymore.,1
Elizabeth,"Babylon, NY","Reviewed Aug. 2, 2018","I bought my refrigerator (LG Refrigerator LFXC24726S/02 MODEL#502krpv10848) 8/17/2015 at Plessers in Babylon. I also purchased the extended warranty. Since I purchased the unit there was a problem with the motherboard computer within the year because it was covered under the manufacturer's warranty. July 21, 2018 my refrigerator stopped working and I called the warranty and they sent Mr. Appliance out on 7/26/18. The first visit the repairman Rob said it was a Freon leak and they had to come back to determine where the leak was coming from. I had to reschedule and they came back on 8/1/18. ",1
Jay,"Danbury, CT","Reviewed Aug. 2, 2018","Issue: The refrigerator (French door LFXS30766S) broke down on 7/4/2018, just couple days after two years warranty. Find out it’s “sealed system” issue and this is still covered by LG for five years. Called LG and reported the issue on 7/6/2018, they have created ticket and mentioned that they will find the technician and assign it. How many days since then? One month now. Technician is yet to come my home and look into issue. In between, I have called so many times to LG, each time their answer is standard, they are still trying to find the technician and escalating the ticket or creates new ticket, which is nothing but their excuse to tell customer to wait for 3-5 business days. ",1
Steve,"Sunnyvale, CA","Reviewed Aug. 2, 2018","We purchased an LG refrigerator (model LSXS26326S) on April 28, 2016. It was delivered and installed on May 3, 2016. On July 30, 2018, it stopped working, ruining approximately $300.00 worth of food. We contacted the store of purchase (Home Depot), and were told because we did not purchase the extended warranty, we would have to pay for repairs. We then contacted LG's ""customer service"" line, and they directed us to a local LG authorized repair provider. They were going to charge $125.00 for a visit to assess the issue, and if the parts were covered by manufacturer's warranty, they would charge an additional $250 for labor... If not, who knows what the charge would be. Now, I understand wear and tear and paying for repairs, but a lightly used refrigerator (mostly just my wife and I in the home), breaking down after just two years of use, seems like faulty craftsmanship. ",1
Rommel,"San Diego, CA","Reviewed Aug. 1, 2018","The evaporator and compressor gave out on my LG fridge as well (LFXS29626S) and it appears many other people are having the same type of problem (coincidence? I don't think so... more or less the same timeline (2.5 years or so), same defective part (compressor)). It's also difficult to order the parts needed because they are back ordered. My previous fridge was a GE and never had this kind of problem. This needs to be rectified and LG to acknowledge that it has sold an unreliable appliance to consumers!",1
Joseph,"Philadelphia, PA","Reviewed Aug. 1, 2018","LG fridge model #LFXS24623S went down over the weekend. Not cooling in fridge or freezer. Lost all food in both areas and I am not happy at all the way I see this company dealing with this inferior product. This cost me 2,500.00 dollars and is only 3 years old. There must be a LAWSUIT filed against this company to give customers a full refund. Not try to put a band-aid on it with replacing it with the same exact compressor that still continues to FAIL. I had my fridge technician come out and confirm what I already knew that it is shot. This is happening to hundreds if not thousands of customers with this fridge and they must be held liable for this mess. We all must stick together on this matter and file a lawsuit against this company. They cannot and will not get away with this. I am LIVID to say the least.",1
Deborah,"Palo Alto, CA","Reviewed July 30, 2018","We are having the same experience. Our LG LFXC24726D stopped working yesterday; it is less than 2 years old and cost more than $2,500. We cannot find a local repair person and we are leaving town for three weeks. All of the frozen and refrigerated food is spoiled, and our diabetic son's insulin is about to suffer the same fate, which means hundreds of dollars of medication destroyed. I am a public interest lawyer. Having read the reviews on this page, I am seriously considering filing a class action lawsuit.",1
Blanca,"Maywood, NJ","Reviewed July 30, 2018","I purchased all the appliances in my kitchen LG 6 years ago. The Microwave broke two months ago and Now the refrigerator stop working two weeks ago. I contacted LG and the problem has not been solve. They changed the compressor but the freezer and ice maker is not working at all. I lost so far over the 300.00 in food, and I have to purchase food outside every day for the family because I don't have place to keep my food. I spoke with the technician and he doesn't have a clue what is going on. I think that their equipment has manuf issues that needs to be addressed by the company. I need a new refrigerator from them, otherwise I will get a lawyer this week and walk to their office in Englewood and solve my problem one way or other, but I need good equipment. What can I do?",3
Dave,"Montrose, PA","Reviewed July 30, 2018","Less than 2 yrs old 	LFXS24663S stopped working. Lost $300+ of food. Luckily I had purchased the extended warranty. After a week of looking the warranty company cannot find anyone to do service so they issued a credit for me to purchase another refrigerator. So I am getting a different brand. Never again get anything LG. It seems like the controls are messed up or are out of calibration because the compressor is working and there is Freon in the system. But it is about 20* off on the fridge and 40* off on the freezer. I see many people with the same issue.",1
Odanel,"Santa Clarita, CA","Reviewed July 28, 2018","We purchased an lxsc22396s refrigerator and it stopped working within 90 days. We purchased this refrigerator on 05/24/18 (paid over $2000 for it) and on 07/23/18, it stopped dispensing water, the ice melted, it stopped cooling, and cost us over $250 of spoiled groceries. We contacted LG and they sent out a technician who perform a reset and stated that it will start working in about a week. We contacted LG again to request a loner fridge until ours starts working again. Jovy from LG told us that they can't do anything about it and we just have to wait until they fix it. Very poor customer service from LG. We also submitted a request for a refund for $250 of spoiled food. They told us that all managers were busy and would call us back later in the day. They never called us back. We haven't had this refrigerator 90 days and it's already giving us problems and costing us money.",1
Andreas,"Willis, TX","Reviewed July 27, 2018",Lmx25988sb. After only 2.5 years this piece of junk has broken compressor. Nobody within 300 miles of Taos NM will touch it for repair as all refrigerant needs to be evacuated. Warranty only covers part and not labor. Customer service has been useless after hours on the phone. Will never buy anything from LG again.,1
Krishna,"Redmond, WA","Reviewed July 20, 2018",I bought model LMXS30776S refrigerator in January 2015 from Home Depot with 3 years extended warranty. After 3 1/2 years it stopped cooling on 7/14/2018. Called Home Depot but they told warranty expired and they cannot do anything. After that I called LG customer support and they asked bunch of questions and finally connected with one agent. Again I answered all those questions to agent and asked him to schedule repair service. ,1
Troyce,"Snellville, GA","Reviewed July 19, 2018","After only two years, my ice maker (LG side by side refrigerator) stopped making ice. I paid $125 for a technician to come out and discover that the water line to the ice maker was frozen. He thawed the line and told me that if it happened again, we may need to replace the freezer door. He knew automatically that the problem was with the freezer door but LG claims that there is no defect in the freezer door, nor is there a recall on the freezer door. They want me to pay $435 for the door plus the cost of labor. I refused to pay that amount on top of the money that I have already paid. That is entirely too much money for my refrigerator to make ice. LG also canceled my previously scheduled second appointment with the technician without my knowledge. I will never purchase another LG product and I do not recommend that anyone else does either.",5
Nora,"Pittsburg, CA","Reviewed July 19, 2018","Bought this LG fridge model LMXS30776 in December 2015. After 2 and 1/2 years it has stopped working. We have little children who need their milk, juice, etc. to be refrigerated. I feel like we were being robbed. Their compressors can’t be fixed. Just a waste of time and money. My brand new fridge will go into the landfill. Thanks LG. Stop selling expensive junk to our consumers.",1
Shawna,"Matthews, NC","Reviewed July 18, 2018","I really loved this refrigerator (LMXS30776S), lots of space, extra drawer for drinks, and the black stainless steel. We bought it 5/22/16, and the compressor went out on 6/29/18... we bought the extended warranty (thru HH Gregg). They had someone out 7/3 who said they weren't qualified to fix the compressor, and another company stood us up altogether. After hours spent on hold, and the warranty company saying it's now in a 'diff department'... I ended up live chatting with LG who gave me a list of their approved companies - out of 6 I finally have someone coming out to hopefully fix the compressor on 7/20. We paid $3461 (tax & warranty included) for this beautiful piece of worthless metal! I understand things break, but I think it's strange that some companies refuse to work on LG refrigerators or aren't 'qualified'. I would never recommend this refrigerator.",1
Loke,"Lahaina, HI","Reviewed July 18, 2018","Bought LG-LMX27626S. Paid almost $3000.00 for it in Jan 2016. The fridge died - not cooling and the same issue with the Linear Compressor like everyone else, there is no local LG repair technician available in my area or the whole island - I live on Maui. Call LG customer service and spoke to 3 person, two from Philippines and finally talked to someone in Alabama, she is as bad - she said, “We can send you the parts and you have to find your own repairman!” Hello. There is NO one to service LG fridge on Maui. I asked to speak to supervisor or management - she basically told me no and she told me ""LG management will NOT speak to the customers!"". Worse product that I ever purchased - no more LG for me and rest of the Made in Korea products! I will tell all my friends and co-workers not to buy their products!",1
Tracy,"Petaluma, CA","Reviewed July 18, 2018","We purchased a French door LG refrigerator in Mar 2016. It was delivered and installed in Aug 2016. On Jun 15, 2018 the compressor went out. After an hour on the phone with LG customer service and contacting 12 different ""LG authorized repair people"", none offered Saturday service. We finally found a local guy, willing to work on an LG refrigerator (MANY appliance repair people state on the home page of their website that they DO NOT SERVICE LG REFRIGERATORS or their outgoing VM gives this information). ",1
Jason,"Acworth, GA","Reviewed July 16, 2018","My refrigerator is 6 months old. The Ice Maker at 2 months old started to produce metal/oil tasting ice. I called to have the unit looked at and they sent out a tech that agreed the ice was tasting like metal. He suggested replacing the water filter and I did. It solved nothing. I cleaned out the ice bin... solved nothing. Added baking soda as suggested by tech support... it solved nothing. Made sure food in the freezer was sealed in zip locks as suggested... it solved nothing. Water coming from the dispenser tastes fine, so obviously, somewhere in the Ice Maker unit, it's getting tainted.",1
Catherine,"Richmond Hill, NY","Reviewed July 13, 2018","LG Refrigerator - Paid $3500. JOKE. Been repaired repeatedly by P.C. Richard's service department. They've even asked LG to replace the unit as all possible parts have been replaced. This is the worst possible product. LG has now lost a customer and I'm telling everyone I know not to purchase. I thought I was buying a top of the line product... French doors, freezer drawers (that come off track). Water lines froze constantly and now compressor has broken numerous times. I've lost about $1,000 in products to no refrigeration/freezer. Tomorrow will be the 6th attempted repair since April. HELP!",1
Kimberly,"Laveen, AZ","Reviewed July 11, 2018","LG REFRIGERATOR LMXS30776 - Back again...after 1 month of compressor being replaced, after a month to obtain part, now there are leaks in the coils. At what point should this piece of metal be replaced! Paid $3,000.00 for this item and have only had 2 years. Trying to get it repaired with the extended warranty cost me missed work and money, food and money to eat out until repaired. 1 month later I am back at square one. I have pictures of food lost and a man in my refrigerator trying to figure it out. Who and when will LG step up and get me a new refrigerator! Additional, my husband had to assist with remove parts and pulling out the refrigerator. Something I could not have done. I AM READY FOR A REPLACEMENT!",1
Nora,"Kenosha, WI","Reviewed July 11, 2018","Purchased LG French Door Refrigerator LFXS24623 purchased in 2015 for $2400 from Home Depot. July 5, 2018 there was a puddle on water on the floor in front of the LG refrigerator. Upon opening the refrigerator and freezer, it was apparent that the refrigerator and freezer were no longer cooling. I lost between $400-$450 worth of food between the refrigerator and freezer. I consulted the manual and tried contacted LG customer service along with going through the troubleshooting in the manual and the couple that were available online with improvement to cooling. I spoke with LG customer service on July 9 and they gave to 3 authorized tech repair companies to call for service. I call all of them and none of them service my area. ",1
Hector,"Hesperia, CA","Reviewed July 11, 2018",Paid like 3000 on 2015 for this trash (LG lfxs29766s) on June 25 2018. Stop working. They make four appointments nobody do nothing. Today 07/11/18 someone was here. Another 5 business days to get parts. This the worst company LG from Home Depot.,1
Angela,"Tamara, FL","Reviewed July 11, 2018","I recently purchased a home wherein all of the appliances were, by receipt, no more than one year to 1 and 1/2 years. I felt that should bring to not have to worry about my appliances. Wrong! My LG refrigerator model LFX31925ST stainless steel 3 door refrigerator was bought by the previous owners in Nov 2016. With no extended warranty the protection in Nov 2017. I purchased the home a few months later and within just a few months both the ice maker and freezer fan stopped functioning. Of course, we are now a little time out of warranty. The expected repair cost actually exceeded the depreciated value of the refrigerator. So now I have dumped this LG fridge with no intention of ever buying a LG product. Buyer beware! New LG refrigerator is a money pit.",1
Evelyn,"Louisburg, NC","Reviewed July 9, 2018","PROBLEM DATE 6/1/18, PURCHASE DATE 2/12/17, PAYMENT AMOUNT 2,432.59. Purchased the LG Refrigerator from SEARS in 2017. Contacted LG at 1-800-243-0000 on 6/1/18 at 9:57 AM about the fridge not freezing/cooling. LG offered a warranty # APN & service # RNN. LG said someone would contact me to setup an appointment for someone to look at the fridge. No one called. I called LG again on 6/2/18 @ 10:09 AM. They said someone would contact me on Monday. I called Tuesday, 6/5/18 @ 5:24 PM because no one had called me. They said it was being sent to the ""Search Team"" and someone would contact me in 5 business days. No one called. I called on 6/14/18 @ 8:52 AM. They said someone would be calling me because it had not been 5 business days yet. No one called me. I called again on 6/15/18 @ 8:22 AM they said JCS Technology would be contacting me to setup an appointment. ",1
Jessica,"Washington, NC","Reviewed July 8, 2018","We purchased an LG fridge August 2015. June 18, 2018 our fridge was not cooling or making ice. Compressor and fans all seem to be running. I have called and emailed LG customer service every single day since today being July 8 2018. I have submitted proof or purchase from our Lowe’s Synchrony credit card I was able to obtain. Submitted email directly from Lowe's along with sticker on back of fridge. LG states this is not appropriate documentation and they have provided me numbers for service repairmen. ",1
Nicole,"Ventura, CA","Reviewed July 7, 2018","I have had at least 6 service calls out for my LG Refrigerator model LSXS26326W.ASWCNAO. Had two computer boards changed. Had a new ice maker installed. My problem is the food in the freezer thaws out then may or may not freeze again. I have the freezer currently set at -4. Doesn't help. I am expecting my 7? service Monday. The refrigerator is 2.7 years old. Have had issues since the first year. Just keeps getting worse. I am considering contacting a local news channel to see if they can help. I bought the extended warranty, but what does it matter? It is still not working! I was told the lemon law would come into play after replacing the same item more than three times. So they can just keep doing the guessing game until the clock runs out on the warranty!! ",1
Mohammed,"Mason, OH","Reviewed July 6, 2018","Purchased refrigerator in 2012, LFX31925ST. Start with pros. Purchase for the large space and front features. I have purchased many of LG products. The customer service is ok, but they don't stand by their product... From day one I had an issue with the ice maker followed by the motor make noise. Not to mention the glide server drawer stopped sliding, it seems like the cheap plastic wheel broke off. Well they came out to service motor, but said ice maker was not part the warranty! They replaced the motor, but two years later the unit stopped cooling and freezing. Guess what?? The motor stopped. I called for the same issue. They want charge for service $400. I had the product for only 5 years and already is giving out like it's 20 years old. What makes it worst is they don't stand by their product. Don't be fooled by their 10-year warranty. It only covers parts, they will squeeze cost out of the service charge.",2
Timothy,"Ridgecrest, CA","Reviewed July 6, 2018",We purchased our LG refrigerator last November. The ice maker stopped working in March. We were scheduled for service two weeks later. The night before it was to be serviced the refrigerator stops working altogether. I call the service company to give them a heads up that more parts will be needed only to be informed that LG doesn't give the repair service parts until they've been out to analyze the problem. The service representative comes out and says it's the power circuit board and orders a new one that takes four weeks to receive; another week to arrange the service appointment. The service rep (Jeff a good guy) returns to installs the boards and tells us all is well. The ice maker worked for three days and then stopped. I call the repair shop and was told that service can't come back out because LG has closed the ticket; so I have to call LG again. ,1
Anne,"Scottsdale, AZ","Reviewed July 3, 2018","I purchased an LG refrigerator 2 years ago. I listened to the guy at Home Depot and took his recommendation. Two weeks ago my refrigerator stopped cooling. A few days later an LG certified repair guy showed up and right away said he had to order a part in order to complete the repair. One week after the refrigerator stopped working the LG repairman serviced the unit unsuccessfully and LG ""executive department"" was unwilling to give any sort of credit for the labor portion of the bill. 10 days after the refrigerator stopped working the same LG repairman came to service the fridge again. This time it started to get a little cooler, approx 52-degree, but never got lower than that. Yesterday, over two weeks into the refrigerator not working the repairman did a third service on the refrigerator. Today I woke up to a 70-degree temperature inside my refrigerator.",1
Patricia,"Elmont, NY","Reviewed July 3, 2018","In April 2015 I purchased an LG refrigerator model # LF S29766S from Bestbuy in Garden City, New York. On June 22, 2018 I noticed that everything in freezer was defrosted. Problem was reported to LG who referred me to Bestbuy who I had purchased 5 years warranty with. After waiting for nearly one week, serviceman assessed refrigerator and indicated that a new compressor was needed. After speaking to various people, I learned that there have been problems with LG refrigerators. If so many people are having problems, LG refrigerators should be banned.",1
James,"Monroeville, NJ","Reviewed July 2, 2018","I own an LG refrigerator that is less than one and a half years old. 3 weeks ago it stopped working. I called for service and was very dissatisfied with the availability of a qualified service rep. First I was given the names of six different qualified LG service companies. None would service my unit because I was not located in their service area. Then I was scheduled with a qualified LG company repairman. First I was given a service date of the next day or the day after that. When the serviceman did not arrive on the last date I was promised, I called back to find out he was sick and there was no other serviceman available. To my dismay my next available service date was five days later. I convinced the call taker to move my request up a day sooner. (No refrigeration). ",1
Edward,"East St Paul, MB","Reviewed July 2, 2018","I had purchased a Sears Kenmore Fridge model #795.74023.411 in August 2015. Sears had recently gone out of business here in Canada. This fridge had cost almost $3000.00 and was manufactured by LG. I had contacted LG who suggested a ""LG certified"" service person. Service person attended and I was told that the compressor was broken and that the cost to fix this fridge was $900.00. I had called LG several times and they keep telling me the same thing. ""We are not covering this part under warranty because this is the agreement we had with Sears"". ",1
Rachel,"Flushing, NY","Reviewed July 1, 2018","I have owned an LG refrigerator with a bottom freezer for the past eight years. Besides the beautiful design of my refrigerator, I don’t have many good things to say about LG as a company. As a matter of fact, as a free trade supporter, I would limit access of this company into the US market because it does not uphold US product and service standards. The internal organs my refrigerator, made out of plastic, began breaking in the first two years. Two years ago when my refrigerator stopped cooling just before a big holiday for each I had to cook for and store food, it took LG four days to send appropriate serviceman to take care of the problem. ",1
Jim,"Plantation, FL","Reviewed June 29, 2018","Here I find myself reporting ANOTHER problem with our LG refrigerator that cost almost $3000. It's the three door with the freezer door on the bottom and is supposed to be wonderful because it has a linear something or other. The freezer compressor lasted just over one year. The labor warranty had expired and the compressor was covered. It still cost me $450 for the repair. Now, about one year later, the freezer has stopped working two more times with all the frozen food thawing. Curiously, after the food thaws, the motor starts working again. This happened to me again today. Fortunately, I have an old reliable Kenmore backup in the garage. I think that LG does not deserve another customer. Expect problems from them if you dare buy one. They should definitely be OOB. OUT OF BUSINESS!",1
sharon,"San Leandro, CA","Reviewed June 25, 2018","Bought the side by side April 1, 2015 and compressor is broken as of June 23, 2018 when I noticed water pooling and my ice cream soft. Purchased at Best Buy and they give you an extra yr warranty. The repairmen don’t work on Sundays and Mondays so I have to wait 4 days before my appt. Originally they wanted to schedule me for July 2 which is 1 1/2 wks away. My refrigerator is mildly cool and the freezer has stopped freezing. I paid extra for LG unit which advertised their quiet linear compressor. I am very dissatisfied that the unit broke in 3 yrs. That is ridiculous. I will make sure that I purchase extra warranty for I see more breakdowns in the future. Wished I would have purchased a Whirlpool which is Consumer Report's recommendation. A few of my friends have Whirlpool and no problems.",1
